eval_set,range,cut,baseline,n,sparsa_mean,baseline_mean,paired_delta,ci_low,ci_high
eval-test,medium,L/5,marinfold-exp232-decontam-m1-p02-step145199,217,0.29663174171815565,0.46891945143579505,-0.17228770971763946,-0.1940822424191643,-0.15080299401550123
eval-test,medium,L/5,marinfold-exp199-cw-p06-cool-step290400,217,0.29663174171815565,0.5595490760705003,-0.2629173343523447,-0.2863348079441366,-0.23940369052162466
eval-test,medium,R,marinfold-exp232-decontam-m2-p06-step145199,217,0.318558849328907,0.5624512756501372,-0.2438924263212302,-0.2693255080503415,-0.21879826738032787
eval-test,medium,R,marinfold-exp232-decontam-m1-p02-step145199,217,0.318558849328907,0.5246485797480663,-0.2060897304191594,-0.23184723702388738,-0.18125433651021577
eval-test,medium,R,marinfold-exp199-cw-p06-cool-step290400,217,0.318558849328907,0.6382226361247029,-0.31966378679579593,-0.3460531224245639,-0.2939043601497283
eval-test,short,AUC,marinfold-exp232-decontam-m2-p06-step145199,217,0.9166952939225225,0.9497258409183398,-0.0330305469958174,-0.03883859141106245,-0.027132276543473995
eval-test,short,AUC,marinfold-exp232-decontam-m1-p02-step145199,217,0.9166952939225225,0.9427249845435854,-0.026029690621062997,-0.03160044976031897,-0.02059155640537662
eval-test,short,AUC,marinfold-exp199-cw-p06-cool-step290400,217,0.9166952939225225,0.9623174536548603,-0.04562215973233786,-0.051724622390842155,-0.039341594946410506
eval-test,short,L,marinfold-exp232-decontam-m2-p06-step145199,217,0.1071046555439038,0.11786912236024717,-0.010764466816343373,-0.012599548823769102,-0.009053870774985151
eval-test,short,L,marinfold-exp232-decontam-m1-p02-step145199,217,0.1071046555439038,0.11578312612660581,-0.008678470582702009,-0.010336922632150674,-0.007055676903856822
eval-test,short,L,marinfold-exp199-cw-p06-cool-step290400,217,0.1071046555439038,0.12144897161150657,-0.014344316067602775,-0.016679477446200058,-0.012191709582706333
eval-test,short,L/2,marinfold-exp232-decontam-m2-p06-step145199,217,0.17621098860281462,0.21586569485106646,-0.039654706248251834,-0.04476235848730459,-0.03466192025757768
eval-test,short,L/2,marinfold-exp232-decontam-m1-p02-step145199,217,0.17621098860281462,0.21010482086859258,-0.03389383226577799,-0.038616027249335376,-0.029197033611493006
eval-test,short,L/2,marinfold-exp199-cw-p06-cool-step290400,217,0.17621098860281462,0.22932439055158121,-0.053113401948766605,-0.05919733406223206,-0.046885644579279566
eval-test,short,L/5,marinfold-exp232-decontam-m2-p06-step145199,217,0.30904199530120813,0.43862473023360943,-0.12958273493240133,-0.14477201105954762,-0.11453770944566559
eval-test,short,L/5,marinfold-exp232-decontam-m1-p02-step145199,217,0.30904199530120813,0.4180972684948285,-0.10905527319362032,-0.12405763397662618,-0.09423972177161924
eval-test,short,L/5,marinfold-exp199-cw-p06-cool-step290400,217,0.30904199530120813,0.4799220903802688,-0.17088009507906068,-0.1884212888822146,-0.1539852597252045
eval-test,short,R,marinfold-exp232-decontam-m2-p06-step145199,217,0.3803064735548685,0.5698183742447792,-0.1895119006899107,-0.21111710379930038,-0.16832090798078847
eval-test,short,R,marinfold-exp232-decontam-m1-p02-step145199,217,0.3803064735548685,0.5429419083574997,-0.16263543480263112,-0.18258401471254027,-0.14228117479535674
eval-test,short,R,marinfold-exp199-cw-p06-cool-step290400,217,0.3803064735548685,0.6380585139578154,-0.25775204040294697,-0.28053838036784123,-0.23637458641094727
eval-val,all,AUC,marinfold-exp232-decontam-m2-p06-step145199,97,0.8922992735249546,0.930843513349874,-0.038544239824919356,-0.05329237311733159,-0.02356689580184343
